sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: kishor.desai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.205 | Public IP: 1.23.226.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:32 IST Tue Jun 9 2020 | Duration: 1h:49m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 77449860 | Bytes Rx: 56689315 | IP Addr: 10.150.244.205 | Public IP: 1.23.226.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:32 IST Tue Jun 9 2020 | Duration: 1h:49m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 77449860 | Bytes Rx: 56689315 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5175 | Audit Session ID: 0a96cf69014370005edf19c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5175 | Audit Session ID: 0a96cf69014370005edf19c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rs.kalimuthu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.208 | Public IP: 115.110.137.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:40 IST Tue Jun 9 2020 | Duration: 1h:49m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 20801931 | Bytes Rx: 27922381 | IP Addr: 10.150.244.208 | Public IP: 115.110.137.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:40 IST Tue Jun 9 2020 | Duration: 1h:49m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 20801931 | Bytes Rx: 27922381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5176 | Audit Session ID: 0a96cf69014380005edf19d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5176 | Audit Session ID: 0a96cf69014380005edf19d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: akmaurya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.206 | Public IP: 157.43.17.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:43 IST Tue Jun 9 2020 | Duration: 1h:49m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 565595892 | Bytes Rx: 131310737 | IP Addr: 10.150.244.206 | Public IP: 157.43.17.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:43 IST Tue Jun 9 2020 | Duration: 1h:49m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 565595892 | Bytes Rx: 131310737 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5177 | Audit Session ID: 0a96cf69014390005edf19d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5177 | Audit Session ID: 0a96cf69014390005edf19d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgaurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.207 | Public IP: 163.53.202.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:49 IST Tue Jun 9 2020 | Duration: 1h:49m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 87535631 | Bytes Rx: 35574058 | IP Addr: 10.150.244.207 | Public IP: 163.53.202.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:49 IST Tue Jun 9 2020 | Duration: 1h:49m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 87535631 | Bytes Rx: 35574058 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5178 | Audit Session ID: 0a96cf690143a0005edf19d9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5178 | Audit Session ID: 0a96cf690143a0005edf19d9 | Security Group Tag: none | EasyVPN: 0 ||
Username: MaSingh1 | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.210 | Public IP: 103.252.5.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:24 IST Tue Jun 9 2020 | Duration: 1h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 65565607 | Bytes Rx: 23113782 | IP Addr: 10.150.244.210 | Public IP: 103.252.5.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:24 IST Tue Jun 9 2020 | Duration: 1h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 65565607 | Bytes Rx: 23113782 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5180 | Audit Session ID: 0a96cf690143c0005edf19fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5180 | Audit Session ID: 0a96cf690143c0005edf19fc | Security Group Tag: none | EasyVPN: 0 ||
Username: pogawali | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.45 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:36 IST Tue Jun 9 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 288332933 | Bytes Rx: 19874066 | IP Addr: 10.150.236.45 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:36 IST Tue Jun 9 2020 | Duration: 1h:48m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 288332933 | Bytes Rx: 19874066 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5181 | Audit Session ID: 0a96cf690143d0005edf1a08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5181 | Audit Session ID: 0a96cf690143d0005edf1a08 | Security Group Tag: none | EasyVPN: 0 ||
Username: measwar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.209 | Public IP: 27.5.132.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:49 IST Tue Jun 9 2020 | Duration: 1h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 47533943 | Bytes Rx: 375061906 | IP Addr: 10.150.244.209 | Public IP: 27.5.132.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:41:49 IST Tue Jun 9 2020 | Duration: 1h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 47533943 | Bytes Rx: 375061906 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5182 | Audit Session ID: 0a96cf690143e0005edf1a15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5182 | Audit Session ID: 0a96cf690143e0005edf1a15 | Security Group Tag: none | EasyVPN: 0 ||
Username: jeevp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.211 | Public IP: 157.50.26.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:29 IST Tue Jun 9 2020 | Duration: 1h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 24462643 | Bytes Rx: 8544378 | IP Addr: 10.150.244.211 | Public IP: 157.50.26.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:29 IST Tue Jun 9 2020 | Duration: 1h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 24462643 | Bytes Rx: 8544378 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5184 | Audit Session ID: 0a96cf69014400005edf1a3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 5184 | Audit Session ID: 0a96cf69014400005edf1a3d | Security Group Tag: none | EasyVPN: 0 ||
Username: varukum | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.103 | Public IP: 103.225.191.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:44 IST Tue Jun 9 2020 | Duration: 1h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 26544285 | Bytes Rx: 21570150 | IP Addr: 10.150.236.103 | Public IP: 103.225.191.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:44 IST Tue Jun 9 2020 | Duration: 1h:45m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 26544285 | Bytes Rx: 21570150 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5187 | Audit Session ID: 0a96cf69014430005edf1ac4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5187 | Audit Session ID: 0a96cf69014430005edf1ac4 | Security Group Tag: none | EasyVPN: 0 ||
Username: dravindr | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.212 | Public IP: 223.226.24.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Tue Jun 9 2020 | Duration: 1h:45m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 24096576 | Bytes Rx: 11890380 | IP Addr: 10.150.244.212 | Public IP: 223.226.24.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:48 IST Tue Jun 9 2020 | Duration: 1h:45m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 24096576 | Bytes Rx: 11890380 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5188 | Audit Session ID: 0a96cf69014440005edf1ac8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5188 | Audit Session ID: 0a96cf69014440005edf1ac8 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bhusmali | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.184 | Public IP: 157.47.24.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:52 IST Tue Jun 9 2020 | Duration: 1h:45m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 162154844 | Bytes Rx: 24485631 | IP Addr: 10.150.236.184 | Public IP: 157.47.24.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:52 IST Tue Jun 9 2020 | Duration: 1h:45m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 162154844 | Bytes Rx: 24485631 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5189 | Audit Session ID: 0a96cf69014450005edf1acc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5189 | Audit Session ID: 0a96cf69014450005edf1acc | Security Group Tag: none | EasyVPN: 0 ||
Username: vijaymar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.228 | Public IP: 180.151.140.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Tue Jun 9 2020 | Duration: 1h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 545025816 | Bytes Rx: 48587950 | IP Addr: 10.150.237.228 | Public IP: 180.151.140.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:56 IST Tue Jun 9 2020 | Duration: 1h:45m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 545025816 | Bytes Rx: 48587950 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5190 | Audit Session ID: 0a96cf69014460005edf1ad0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5190 | Audit Session ID: 0a96cf69014460005edf1ad0 | Security Group Tag: none | EasyVPN: 0 ||
Username: agovindu | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.90 | Public IP: 49.204.187.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:58 IST Tue Jun 9 2020 | Duration: 1h:45m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 114790269 | Bytes Rx: 150040779 | IP Addr: 10.150.236.90 | Public IP: 49.204.187.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:58 IST Tue Jun 9 2020 | Duration: 1h:45m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 114790269 | Bytes Rx: 150040779 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5191 | Audit Session ID: 0a96cf69014470005edf1ad2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5191 | Audit Session ID: 0a96cf69014470005edf1ad2 | Security Group Tag: none | EasyVPN: 0 ||
Username: AbhPatol | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.213 | Public IP: 103.117.219.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:02 IST Tue Jun 9 2020 | Duration: 1h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 287932350 | Bytes Rx: 26677553 | IP Addr: 10.150.244.213 | Public IP: 103.117.219.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:02 IST Tue Jun 9 2020 | Duration: 1h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 287932350 | Bytes Rx: 26677553 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5192 | Audit Session ID: 0a96cf69014480005edf1ad6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5192 | Audit Session ID: 0a96cf69014480005edf1ad6 | Security Group Tag: none | EasyVPN: 0 ||
Username: asyadav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.214 | Public IP: 171.76.233.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:08 IST Tue Jun 9 2020 | Duration: 1h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 104905143 | Bytes Rx: 31650263 | IP Addr: 10.150.244.214 | Public IP: 171.76.233.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:08 IST Tue Jun 9 2020 | Duration: 1h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 104905143 | Bytes Rx: 31650263 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5193 | Audit Session ID: 0a96cf69014490005edf1adc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5193 | Audit Session ID: 0a96cf69014490005edf1adc | Security Group Tag: none | EasyVPN: 0 ||
Username: NVishe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.215 | Public IP: 103.25.169.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:35 IST Tue Jun 9 2020 | Duration: 1h:44m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 258765153 | Bytes Rx: 38556230 | IP Addr: 10.150.244.215 | Public IP: 103.25.169.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:35 IST Tue Jun 9 2020 | Duration: 1h:44m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 258765153 | Bytes Rx: 38556230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5202 | Audit Session ID: 0a96cf69014520005edf1af7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5202 | Audit Session ID: 0a96cf69014520005edf1af7 | Security Group Tag: none | EasyVPN: 0 ||
Username: m.nayyer | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.220 | Public IP: 103.46.200.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:40 IST Tue Jun 9 2020 | Duration: 1h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 169019883 | Bytes Rx: 31667041 | IP Addr: 10.150.244.220 | Public IP: 103.46.200.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:40 IST Tue Jun 9 2020 | Duration: 1h:44m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 169019883 | Bytes Rx: 31667041 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5205 | Audit Session ID: 0a96cf69014550005edf1afc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5205 | Audit Session ID: 0a96cf69014550005edf1afc | Security Group Tag: none | EasyVPN: 0 ||
Username: mrewatka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.224 | Public IP: 157.33.241.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:51 IST Tue Jun 9 2020 | Duration: 1h:44m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 99748974 | Bytes Rx: 31512000 | IP Addr: 10.150.244.224 | Public IP: 157.33.241.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:51 IST Tue Jun 9 2020 | Duration: 1h:44m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 99748974 | Bytes Rx: 31512000 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5207 | Audit Session ID: 0a96cf69014570005edf1b07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5207 | Audit Session ID: 0a96cf69014570005edf1b07 | Security Group Tag: none | EasyVPN: 0 ||
Username: asohale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.223 | Public IP: 49.36.52.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:57 IST Tue Jun 9 2020 | Duration: 1h:44m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 310688921 | Bytes Rx: 723185628 | IP Addr: 10.150.244.223 | Public IP: 49.36.52.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:45:57 IST Tue Jun 9 2020 | Duration: 1h:44m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 310688921 | Bytes Rx: 723185628 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5209 | Audit Session ID: 0a96cf69014590005edf1b0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 5209 | Audit Session ID: 0a96cf69014590005edf1b0d | Security Group Tag: none | EasyVPN: 0 ||
Username: rajsingh.rajput | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.226 | Public IP: 45.127.44.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:22 IST Tue Jun 9 2020 | Duration: 1h:44m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 316178904 | Bytes Rx: 42088897 | IP Addr: 10.150.244.226 | Public IP: 45.127.44.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:22 IST Tue Jun 9 2020 | Duration: 1h:44m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 316178904 | Bytes Rx: 42088897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5211 | Audit Session ID: 0a96cf690145b0005edf1b26 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5211 | Audit Session ID: 0a96cf690145b0005edf1b26 | Security Group Tag: none | EasyVPN: 0 ||
