sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 ||
Username: yvishnuv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.4 | Public IP: 157.50.156.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:12 IST Thu Jun 25 2020 | Duration: 4h:46m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 48287915 | Bytes Rx: 19628923 | IP Addr: 10.149.240.4 | Public IP: 157.50.156.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:12 IST Thu Jun 25 2020 | Duration: 4h:46m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 48287915 | Bytes Rx: 19628923 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173359 | Audit Session ID: 0a95072a2a52f0005ef455cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 173359 | Audit Session ID: 0a95072a2a52f0005ef455cc | Security Group Tag: none | EasyVPN: 0 ||
Username: pandmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.5 | Public IP: 157.46.59.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:23 IST Thu Jun 25 2020 | Duration: 4h:46m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1358232644 | Bytes Rx: 185909359 | IP Addr: 10.149.240.5 | Public IP: 157.46.59.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:23 IST Thu Jun 25 2020 | Duration: 4h:46m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1358232644 | Bytes Rx: 185909359 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173360 | Audit Session ID: 0a95072a2a5300005ef455d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173360 | Audit Session ID: 0a95072a2a5300005ef455d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: AnanDhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.122 | Public IP: 157.50.125.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:08 IST Thu Jun 25 2020 | Duration: 4h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 443268774 | Bytes Rx: 53604124 | IP Addr: 10.149.232.122 | Public IP: 157.50.125.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:08 IST Thu Jun 25 2020 | Duration: 4h:45m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 443268774 | Bytes Rx: 53604124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173363 | Audit Session ID: 0a95072a2a5330005ef45604 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173363 | Audit Session ID: 0a95072a2a5330005ef45604 | Security Group Tag: none | EasyVPN: 0 ||
Username: Suvijaya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.8 | Public IP: 157.50.125.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:20 IST Thu Jun 25 2020 | Duration: 4h:45m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 166675989 | Bytes Rx: 67781016 | IP Addr: 10.149.240.8 | Public IP: 157.50.125.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:20 IST Thu Jun 25 2020 | Duration: 4h:45m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 166675989 | Bytes Rx: 67781016 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173366 | Audit Session ID: 0a95072a2a5360005ef45610 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173366 | Audit Session ID: 0a95072a2a5360005ef45610 | Security Group Tag: none | EasyVPN: 0 ||
Username: MMaheswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.10 | Public IP: 157.50.103.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:24 IST Thu Jun 25 2020 | Duration: 4h:45m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 87063261 | Bytes Rx: 55596404 | IP Addr: 10.149.240.10 | Public IP: 157.50.103.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:24 IST Thu Jun 25 2020 | Duration: 4h:45m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 87063261 | Bytes Rx: 55596404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173367 | Audit Session ID: 0a95072a2a5370005ef45614 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173367 | Audit Session ID: 0a95072a2a5370005ef45614 | Security Group Tag: none | EasyVPN: 0 ||
Username: christina.j | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.11 | Public IP: 157.50.18.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:52 IST Thu Jun 25 2020 | Duration: 4h:44m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 345348500 | Bytes Rx: 176413404 | IP Addr: 10.149.240.11 | Public IP: 157.50.18.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:15:52 IST Thu Jun 25 2020 | Duration: 4h:44m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 345348500 | Bytes Rx: 176413404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173368 | Audit Session ID: 0a95072a2a5380005ef45630 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173368 | Audit Session ID: 0a95072a2a5380005ef45630 | Security Group Tag: none | EasyVPN: 0 ||
Username: deependra.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.48 | Public IP: 103.110.254.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:03 IST Thu Jun 25 2020 | Duration: 4h:41m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 308727049 | Bytes Rx: 87504877 | IP Addr: 10.149.232.48 | Public IP: 103.110.254.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:03 IST Thu Jun 25 2020 | Duration: 4h:41m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 308727049 | Bytes Rx: 87504877 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173370 | Audit Session ID: 0a95072a2a53a0005ef456ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 173370 | Audit Session ID: 0a95072a2a53a0005ef456ef | Security Group Tag: none | EasyVPN: 0 ||
Username: vijayra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.238 | Public IP: 106.203.105.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:18 IST Thu Jun 25 2020 | Duration: 4h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 95660284 | Bytes Rx: 63482105 | IP Addr: 10.149.232.238 | Public IP: 106.203.105.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:18 IST Thu Jun 25 2020 | Duration: 4h:41m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 95660284 | Bytes Rx: 63482105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173374 | Audit Session ID: 0a95072a2a53e0005ef456fe | Security Group Tag: none | EasyVPN: 0 |Session ID: 173374 | Audit Session ID: 0a95072a2a53e0005ef456fe | Security Group Tag: none | EasyVPN: 0 ||
Username: mahdamod | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.62 | Public IP: 157.50.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:23 IST Thu Jun 25 2020 | Duration: 4h:41m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1518761444 | Bytes Rx: 131450680 | IP Addr: 10.149.233.62 | Public IP: 157.50.10.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:19:23 IST Thu Jun 25 2020 | Duration: 4h:41m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1518761444 | Bytes Rx: 131450680 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173376 | Audit Session ID: 0a95072a2a5400005ef45703 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173376 | Audit Session ID: 0a95072a2a5400005ef45703 | Security Group Tag: none | EasyVPN: 0 ||
Username: sselvara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.83 | Public IP: 157.50.185.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:18 IST Thu Jun 25 2020 | Duration: 4h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 736195362 | Bytes Rx: 93660081 | IP Addr: 10.149.233.83 | Public IP: 157.50.185.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:18 IST Thu Jun 25 2020 | Duration: 4h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 736195362 | Bytes Rx: 93660081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173381 | Audit Session ID: 0a95072a2a5450005ef4573a | Security Group Tag: none | EasyVPN: 0 |Session ID: 173381 | Audit Session ID: 0a95072a2a5450005ef4573a | Security Group Tag: none | EasyVPN: 0 ||
Username: syalaman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.101 | Public IP: 183.83.240.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:37 IST Thu Jun 25 2020 | Duration: 4h:39m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 57491998 | Bytes Rx: 18723631 | IP Addr: 10.149.232.101 | Public IP: 183.83.240.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:37 IST Thu Jun 25 2020 | Duration: 4h:39m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 57491998 | Bytes Rx: 18723631 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173383 | Audit Session ID: 0a95072a2a5470005ef4574d | Security Group Tag: none | EasyVPN: 0 |Session ID: 173383 | Audit Session ID: 0a95072a2a5470005ef4574d | Security Group Tag: none | EasyVPN: 0 ||
Username: sankulag | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.94 | Public IP: 42.111.163.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:48 IST Thu Jun 25 2020 | Duration: 4h:39m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 113287774 | Bytes Rx: 38781295 | IP Addr: 10.149.241.94 | Public IP: 42.111.163.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:48 IST Thu Jun 25 2020 | Duration: 4h:39m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 113287774 | Bytes Rx: 38781295 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173386 | Audit Session ID: 0a95072a2a54a0005ef45758 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173386 | Audit Session ID: 0a95072a2a54a0005ef45758 | Security Group Tag: none | EasyVPN: 0 ||
Username: shsampat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.174 | Public IP: 157.50.52.226 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:21:18 IST Thu Jun 25 2020 | Duration: 4h:39m:06s | Inactivity:  0h:00m:10s | Bytes Tx: 309871938 | Bytes Rx: 702903822 | IP Addr: 10.149.241.174 | Public IP: 157.50.52.226 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 13:21:18 IST Thu Jun 25 2020 | Duration: 4h:39m:06s | Inactivity:  0h:00m:10s | Bytes Tx: 309871938 | Bytes Rx: 702903822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173389 | Audit Session ID: 0a95072a2a54d0005ef45776 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173389 | Audit Session ID: 0a95072a2a54d0005ef45776 | Security Group Tag: none | EasyVPN: 0 ||
Username: gthadive | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.13 | Public IP: 106.208.143.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:31 IST Thu Jun 25 2020 | Duration: 4h:38m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 112441746 | Bytes Rx: 44028355 | IP Addr: 10.149.240.13 | Public IP: 106.208.143.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:31 IST Thu Jun 25 2020 | Duration: 4h:38m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 112441746 | Bytes Rx: 44028355 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173390 | Audit Session ID: 0a95072a2a54e0005ef45783 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173390 | Audit Session ID: 0a95072a2a54e0005ef45783 | Security Group Tag: none | EasyVPN: 0 ||
Username: veereswaran.M | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.14 | Public IP: 157.50.15.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:34 IST Thu Jun 25 2020 | Duration: 4h:38m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 229297497 | Bytes Rx: 128333021 | IP Addr: 10.149.240.14 | Public IP: 157.50.15.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:34 IST Thu Jun 25 2020 | Duration: 4h:38m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 229297497 | Bytes Rx: 128333021 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173393 | Audit Session ID: 0a95072a2a5510005ef45786 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173393 | Audit Session ID: 0a95072a2a5510005ef45786 | Security Group Tag: none | EasyVPN: 0 ||
Username: rrangana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.114 | Public IP: 49.205.78.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:49 IST Thu Jun 25 2020 | Duration: 4h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1381326971 | Bytes Rx: 99021955 | IP Addr: 10.149.241.114 | Public IP: 49.205.78.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:21:49 IST Thu Jun 25 2020 | Duration: 4h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1381326971 | Bytes Rx: 99021955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173395 | Audit Session ID: 0a95072a2a5530005ef45795 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173395 | Audit Session ID: 0a95072a2a5530005ef45795 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashukla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.46 | Public IP: 122.163.141.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:05 IST Thu Jun 25 2020 | Duration: 4h:38m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 575188724 | Bytes Rx: 32577505 | IP Addr: 10.149.233.46 | Public IP: 122.163.141.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:05 IST Thu Jun 25 2020 | Duration: 4h:38m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 575188724 | Bytes Rx: 32577505 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173398 | Audit Session ID: 0a95072a2a5560005ef457a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173398 | Audit Session ID: 0a95072a2a5560005ef457a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: lkarnam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.16 | Public IP: 49.207.129.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:07 IST Thu Jun 25 2020 | Duration: 4h:38m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 140380337 | Bytes Rx: 171525555 | IP Addr: 10.149.240.16 | Public IP: 49.207.129.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:07 IST Thu Jun 25 2020 | Duration: 4h:38m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 140380337 | Bytes Rx: 171525555 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173399 | Audit Session ID: 0a95072a2a5570005ef457a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173399 | Audit Session ID: 0a95072a2a5570005ef457a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sriparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.17 | Public IP: 183.83.153.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:10 IST Thu Jun 25 2020 | Duration: 4h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 245466100 | Bytes Rx: 104492136 | IP Addr: 10.149.240.17 | Public IP: 183.83.153.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:10 IST Thu Jun 25 2020 | Duration: 4h:38m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 245466100 | Bytes Rx: 104492136 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173400 | Audit Session ID: 0a95072a2a5580005ef457aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 173400 | Audit Session ID: 0a95072a2a5580005ef457aa | Security Group Tag: none | EasyVPN: 0 ||
Username: JakkaM | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.240.19 | Public IP: 157.48.200.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:31 IST Thu Jun 25 2020 | Duration: 4h:37m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 2084949052 | Bytes Rx: 108485136 | IP Addr: 10.149.240.19 | Public IP: 157.48.200.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:31 IST Thu Jun 25 2020 | Duration: 4h:37m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 2084949052 | Bytes Rx: 108485136 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173403 | Audit Session ID: 0a95072a2a55b0005ef457bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 173403 | Audit Session ID: 0a95072a2a55b0005ef457bf | Security Group Tag: none | EasyVPN: 0 ||
