sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: trsharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.104 | Public IP: 122.177.38.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:53 IST Tue Jun 9 2020 | Duration: 0h:35m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 27627701 | Bytes Rx: 12725311 | IP Addr: 10.150.236.104 | Public IP: 122.177.38.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:53 IST Tue Jun 9 2020 | Duration: 0h:35m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 27627701 | Bytes Rx: 12725311 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4646 | Audit Session ID: 0a96cf69012260005edf080d | Security Group Tag: none | EasyVPN: 0 |Session ID: 4646 | Audit Session ID: 0a96cf69012260005edf080d | Security Group Tag: none | EasyVPN: 0 ||
Username: makrand.raitar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.106 | Public IP: 106.220.197.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:54 IST Tue Jun 9 2020 | Duration: 0h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 139019245 | Bytes Rx: 25933254 | IP Addr: 10.150.236.106 | Public IP: 106.220.197.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:54 IST Tue Jun 9 2020 | Duration: 0h:35m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 139019245 | Bytes Rx: 25933254 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4647 | Audit Session ID: 0a96cf69012270005edf080e | Security Group Tag: none | EasyVPN: 0 |Session ID: 4647 | Audit Session ID: 0a96cf69012270005edf080e | Security Group Tag: none | EasyVPN: 0 ||
Username: rvarma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.107 | Public IP: 1.186.181.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:59 IST Tue Jun 9 2020 | Duration: 0h:35m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 19213090 | Bytes Rx: 3551730 | IP Addr: 10.150.236.107 | Public IP: 1.186.181.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:59 IST Tue Jun 9 2020 | Duration: 0h:35m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 19213090 | Bytes Rx: 3551730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4648 | Audit Session ID: 0a96cf69012280005edf0813 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4648 | Audit Session ID: 0a96cf69012280005edf0813 | Security Group Tag: none | EasyVPN: 0 ||
Username: AksDange | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.108 | Public IP: 106.193.200.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:06 IST Tue Jun 9 2020 | Duration: 0h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 33448987 | Bytes Rx: 7828437 | IP Addr: 10.150.236.108 | Public IP: 106.193.200.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:06 IST Tue Jun 9 2020 | Duration: 0h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 33448987 | Bytes Rx: 7828437 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4649 | Audit Session ID: 0a96cf69012290005edf081a | Security Group Tag: none | EasyVPN: 0 |Session ID: 4649 | Audit Session ID: 0a96cf69012290005edf081a | Security Group Tag: none | EasyVPN: 0 ||
Username: asjadhao | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.188 | Public IP: 106.66.233.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:18 IST Tue Jun 9 2020 | Duration: 0h:35m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 61006994 | Bytes Rx: 10747560 | IP Addr: 10.150.236.188 | Public IP: 106.66.233.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:18 IST Tue Jun 9 2020 | Duration: 0h:35m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 61006994 | Bytes Rx: 10747560 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4651 | Audit Session ID: 0a96cf690122b0005edf0826 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4651 | Audit Session ID: 0a96cf690122b0005edf0826 | Security Group Tag: none | EasyVPN: 0 ||
Username: vdutt | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.189 | Public IP: 106.193.191.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:21 IST Tue Jun 9 2020 | Duration: 0h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 293764735 | Bytes Rx: 155322718 | IP Addr: 10.150.236.189 | Public IP: 106.193.191.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:21 IST Tue Jun 9 2020 | Duration: 0h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 293764735 | Bytes Rx: 155322718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4652 | Audit Session ID: 0a96cf690122c0005edf0829 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4652 | Audit Session ID: 0a96cf690122c0005edf0829 | Security Group Tag: none | EasyVPN: 0 ||
Username: NilKumb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.192 | Public IP: 106.210.229.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:22 IST Tue Jun 9 2020 | Duration: 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 15614290 | Bytes Rx: 4065371 | IP Addr: 10.150.236.192 | Public IP: 106.210.229.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:22 IST Tue Jun 9 2020 | Duration: 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 15614290 | Bytes Rx: 4065371 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4653 | Audit Session ID: 0a96cf690122d0005edf082a | Security Group Tag: none | EasyVPN: 0 |Session ID: 4653 | Audit Session ID: 0a96cf690122d0005edf082a | Security Group Tag: none | EasyVPN: 0 ||
Username: nitinath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.191 | Public IP: 113.193.134.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:22 IST Tue Jun 9 2020 | Duration: 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 14937979 | Bytes Rx: 4518787 | IP Addr: 10.150.236.191 | Public IP: 113.193.134.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:22 IST Tue Jun 9 2020 | Duration: 0h:35m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 14937979 | Bytes Rx: 4518787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4654 | Audit Session ID: 0a96cf690122e0005edf082a | Security Group Tag: none | EasyVPN: 0 |Session ID: 4654 | Audit Session ID: 0a96cf690122e0005edf082a | Security Group Tag: none | EasyVPN: 0 ||
Username: shailesh.singh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.193 | Public IP: 103.97.106.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:37 IST Tue Jun 9 2020 | Duration: 0h:34m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 77696006 | Bytes Rx: 8058480 | IP Addr: 10.150.236.193 | Public IP: 103.97.106.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:37 IST Tue Jun 9 2020 | Duration: 0h:34m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 77696006 | Bytes Rx: 8058480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4657 | Audit Session ID: 0a96cf69012310005edf0839 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4657 | Audit Session ID: 0a96cf69012310005edf0839 | Security Group Tag: none | EasyVPN: 0 ||
Username: amol.desai | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.194 | Public IP: 14.96.92.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:44 IST Tue Jun 9 2020 | Duration: 0h:34m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 137728973 | Bytes Rx: 19380938 | IP Addr: 10.150.236.194 | Public IP: 14.96.92.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:44 IST Tue Jun 9 2020 | Duration: 0h:34m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 137728973 | Bytes Rx: 19380938 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4659 | Audit Session ID: 0a96cf69012330005edf0840 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4659 | Audit Session ID: 0a96cf69012330005edf0840 | Security Group Tag: none | EasyVPN: 0 ||
Username: shashikant.kharat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.195 | Public IP: 103.252.53.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:58 IST Tue Jun 9 2020 | Duration: 0h:34m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 90686168 | Bytes Rx: 19747773 | IP Addr: 10.150.236.195 | Public IP: 103.252.53.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:58 IST Tue Jun 9 2020 | Duration: 0h:34m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 90686168 | Bytes Rx: 19747773 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4660 | Audit Session ID: 0a96cf69012340005edf084e | Security Group Tag: none | EasyVPN: 0 |Session ID: 4660 | Audit Session ID: 0a96cf69012340005edf084e | Security Group Tag: none | EasyVPN: 0 ||
Username: rohit.singh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.42 | Public IP: 103.136.64.101 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:27:16 IST Tue Jun 9 2020 | Duration: 0h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 38131788 | Bytes Rx: 11711368 | IP Addr: 10.150.236.42 | Public IP: 103.136.64.101 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:27:16 IST Tue Jun 9 2020 | Duration: 0h:33m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 38131788 | Bytes Rx: 11711368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4662 | Audit Session ID: 0a96cf69012360005edf089c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4662 | Audit Session ID: 0a96cf69012360005edf089c | Security Group Tag: none | EasyVPN: 0 ||
Username: parwez.akhtar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.196 | Public IP: 103.215.226.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:34 IST Tue Jun 9 2020 | Duration: 0h:32m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 46672682 | Bytes Rx: 7104732 | IP Addr: 10.150.236.196 | Public IP: 103.215.226.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:34 IST Tue Jun 9 2020 | Duration: 0h:32m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 46672682 | Bytes Rx: 7104732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4663 | Audit Session ID: 0a96cf69012370005edf08ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 4663 | Audit Session ID: 0a96cf69012370005edf08ae | Security Group Tag: none | EasyVPN: 0 ||
Username: ShriomS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.197 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:37 IST Tue Jun 9 2020 | Duration: 0h:32m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 58921770 | Bytes Rx: 8984500 | IP Addr: 10.150.236.197 | Public IP: 103.252.52.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:37 IST Tue Jun 9 2020 | Duration: 0h:32m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 58921770 | Bytes Rx: 8984500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4664 | Audit Session ID: 0a96cf69012380005edf08b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4664 | Audit Session ID: 0a96cf69012380005edf08b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivkush | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.198 | Public IP: 103.110.242.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:41 IST Tue Jun 9 2020 | Duration: 0h:32m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 70719206 | Bytes Rx: 5894412 | IP Addr: 10.150.236.198 | Public IP: 103.110.242.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:41 IST Tue Jun 9 2020 | Duration: 0h:32m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 70719206 | Bytes Rx: 5894412 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4665 | Audit Session ID: 0a96cf69012390005edf08b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4665 | Audit Session ID: 0a96cf69012390005edf08b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: LokPatil | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.200 | Public IP: 49.35.221.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:43 IST Tue Jun 9 2020 | Duration: 0h:32m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 13976991 | Bytes Rx: 5239809 | IP Addr: 10.150.236.200 | Public IP: 49.35.221.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:43 IST Tue Jun 9 2020 | Duration: 0h:32m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 13976991 | Bytes Rx: 5239809 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4666 | Audit Session ID: 0a96cf690123a0005edf08b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4666 | Audit Session ID: 0a96cf690123a0005edf08b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: garav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.14 | Public IP: 106.210.3.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:04 IST Tue Jun 9 2020 | Duration: 0h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 35840910 | Bytes Rx: 10810622 | IP Addr: 10.150.237.14 | Public IP: 106.210.3.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:04 IST Tue Jun 9 2020 | Duration: 0h:32m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 35840910 | Bytes Rx: 10810622 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4668 | Audit Session ID: 0a96cf690123c0005edf08cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 4668 | Audit Session ID: 0a96cf690123c0005edf08cc | Security Group Tag: none | EasyVPN: 0 ||
Username: riteshku | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.242 | Public IP: 124.123.243.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:08 IST Tue Jun 9 2020 | Duration: 0h:32m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 10860477 | Bytes Rx: 1971552 | IP Addr: 10.150.236.242 | Public IP: 124.123.243.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:08 IST Tue Jun 9 2020 | Duration: 0h:32m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 10860477 | Bytes Rx: 1971552 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4669 | Audit Session ID: 0a96cf690123d0005edf08d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4669 | Audit Session ID: 0a96cf690123d0005edf08d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: maneesh.moro | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.27 | Public IP: 42.106.208.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:09 IST Tue Jun 9 2020 | Duration: 0h:32m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 266193880 | Bytes Rx: 14422451 | IP Addr: 10.150.237.27 | Public IP: 42.106.208.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:09 IST Tue Jun 9 2020 | Duration: 0h:32m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 266193880 | Bytes Rx: 14422451 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4670 | Audit Session ID: 0a96cf690123e0005edf08d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4670 | Audit Session ID: 0a96cf690123e0005edf08d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Bsathyan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.29 | Public IP: 157.45.228.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:13 IST Tue Jun 9 2020 | Duration: 0h:32m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 22414531 | Bytes Rx: 6339806 | IP Addr: 10.150.237.29 | Public IP: 157.45.228.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:13 IST Tue Jun 9 2020 | Duration: 0h:32m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 22414531 | Bytes Rx: 6339806 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4671 | Audit Session ID: 0a96cf690123f0005edf08d5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4671 | Audit Session ID: 0a96cf690123f0005edf08d5 | Security Group Tag: none | EasyVPN: 0 ||
