sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 ||
Username: vselvaku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.142 | Public IP: 157.50.165.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:28 IST Mon Jul 20 2020 | Duration: 1h:44m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 68102007 | Bytes Rx: 13036434 | IP Addr: 10.149.232.142 | Public IP: 157.50.165.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:28 IST Mon Jul 20 2020 | Duration: 1h:44m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 68102007 | Bytes Rx: 13036434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15321 | Audit Session ID: 0a95072a03bd90005f151358 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15321 | Audit Session ID: 0a95072a03bd90005f151358 | Security Group Tag: none | EasyVPN: 0 ||
Username: msugumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.182 | Public IP: 106.203.104.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:01 IST Mon Jul 20 2020 | Duration: 1h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 144708072 | Bytes Rx: 20159344 | IP Addr: 10.149.232.182 | Public IP: 106.203.104.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:01 IST Mon Jul 20 2020 | Duration: 1h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 144708072 | Bytes Rx: 20159344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15323 | Audit Session ID: 0a95072a03bdb0005f151379 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15323 | Audit Session ID: 0a95072a03bdb0005f151379 | Security Group Tag: none | EasyVPN: 0 ||
Username: SbegumM | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.183 | Public IP: 49.207.131.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:09 IST Mon Jul 20 2020 | Duration: 1h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 125616173 | Bytes Rx: 14383856 | IP Addr: 10.149.232.183 | Public IP: 49.207.131.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:09 IST Mon Jul 20 2020 | Duration: 1h:43m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 125616173 | Bytes Rx: 14383856 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15324 | Audit Session ID: 0a95072a03bdc0005f151381 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15324 | Audit Session ID: 0a95072a03bdc0005f151381 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShivaniJ | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.186 | Public IP: 103.132.244.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:12 IST Mon Jul 20 2020 | Duration: 1h:43m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 194484664 | Bytes Rx: 54611167 | IP Addr: 10.149.232.186 | Public IP: 103.132.244.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:12 IST Mon Jul 20 2020 | Duration: 1h:43m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 194484664 | Bytes Rx: 54611167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15325 | Audit Session ID: 0a95072a03bdd0005f151384 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15325 | Audit Session ID: 0a95072a03bdd0005f151384 | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.184 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:13 IST Mon Jul 20 2020 | Duration: 1h:43m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 23031785 | Bytes Rx: 9099038 | IP Addr: 10.149.232.184 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:13 IST Mon Jul 20 2020 | Duration: 1h:43m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 23031785 | Bytes Rx: 9099038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15326 | Audit Session ID: 0a95072a03bde0005f151385 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15326 | Audit Session ID: 0a95072a03bde0005f151385 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmeipala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 157.50.169.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:15 IST Mon Jul 20 2020 | Duration: 1h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 38001132 | Bytes Rx: 26857960 | IP Addr: 10.149.232.185 | Public IP: 157.50.169.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:15 IST Mon Jul 20 2020 | Duration: 1h:43m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 38001132 | Bytes Rx: 26857960 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15327 | Audit Session ID: 0a95072a03bdf0005f151387 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15327 | Audit Session ID: 0a95072a03bdf0005f151387 | Security Group Tag: none | EasyVPN: 0 ||
Username: JayVenk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.187 | Public IP: 49.206.125.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:32 IST Mon Jul 20 2020 | Duration: 1h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 18339515 | Bytes Rx: 7452570 | IP Addr: 10.149.232.187 | Public IP: 49.206.125.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:32 IST Mon Jul 20 2020 | Duration: 1h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 18339515 | Bytes Rx: 7452570 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15328 | Audit Session ID: 0a95072a03be00005f151398 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15328 | Audit Session ID: 0a95072a03be00005f151398 | Security Group Tag: none | EasyVPN: 0 ||
Username: vdongare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.188 | Public IP: 157.33.148.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:37 IST Mon Jul 20 2020 | Duration: 1h:43m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 67645594 | Bytes Rx: 16232220 | IP Addr: 10.149.232.188 | Public IP: 157.33.148.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:37 IST Mon Jul 20 2020 | Duration: 1h:43m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 67645594 | Bytes Rx: 16232220 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15329 | Audit Session ID: 0a95072a03be10005f15139d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15329 | Audit Session ID: 0a95072a03be10005f15139d | Security Group Tag: none | EasyVPN: 0 ||
Username: sgokul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.190 | Public IP: 171.78.137.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:47 IST Mon Jul 20 2020 | Duration: 1h:43m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 17644176 | Bytes Rx: 14455200 | IP Addr: 10.149.232.190 | Public IP: 171.78.137.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:47 IST Mon Jul 20 2020 | Duration: 1h:43m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 17644176 | Bytes Rx: 14455200 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15331 | Audit Session ID: 0a95072a03be30005f1513a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15331 | Audit Session ID: 0a95072a03be30005f1513a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: JKadiri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.191 | Public IP: 157.44.120.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:02 IST Mon Jul 20 2020 | Duration: 1h:43m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 618922524 | Bytes Rx: 30956305 | IP Addr: 10.149.232.191 | Public IP: 157.44.120.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:02 IST Mon Jul 20 2020 | Duration: 1h:43m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 618922524 | Bytes Rx: 30956305 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15332 | Audit Session ID: 0a95072a03be40005f1513b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15332 | Audit Session ID: 0a95072a03be40005f1513b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: MChandir | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.212 | Public IP: 42.111.149.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:31 IST Mon Jul 20 2020 | Duration: 1h:42m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 164161582 | Bytes Rx: 50661038 | IP Addr: 10.149.232.212 | Public IP: 42.111.149.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:31 IST Mon Jul 20 2020 | Duration: 1h:42m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 164161582 | Bytes Rx: 50661038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15333 | Audit Session ID: 0a95072a03be50005f1513d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15333 | Audit Session ID: 0a95072a03be50005f1513d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: manish.abbi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.214 | Public IP: 157.49.162.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:48 IST Mon Jul 20 2020 | Duration: 1h:42m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 126149572 | Bytes Rx: 30987815 | IP Addr: 10.149.232.214 | Public IP: 157.49.162.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:17:48 IST Mon Jul 20 2020 | Duration: 1h:42m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 126149572 | Bytes Rx: 30987815 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15335 | Audit Session ID: 0a95072a03be70005f1513e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15335 | Audit Session ID: 0a95072a03be70005f1513e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: cgarg | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 157.34.34.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:13 IST Mon Jul 20 2020 | Duration: 1h:41m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 87956374 | Bytes Rx: 17379288 | IP Addr: 10.149.232.241 | Public IP: 157.34.34.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:13 IST Mon Jul 20 2020 | Duration: 1h:41m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 87956374 | Bytes Rx: 17379288 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15336 | Audit Session ID: 0a95072a03be80005f1513fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 15336 | Audit Session ID: 0a95072a03be80005f1513fd | Security Group Tag: none | EasyVPN: 0 ||
Username: srbalach | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.240 | Public IP: 223.182.213.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:34 IST Mon Jul 20 2020 | Duration: 1h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 242738018 | Bytes Rx: 69943847 | IP Addr: 10.149.232.240 | Public IP: 223.182.213.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:18:34 IST Mon Jul 20 2020 | Duration: 1h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 242738018 | Bytes Rx: 69943847 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15338 | Audit Session ID: 0a95072a03bea0005f151412 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15338 | Audit Session ID: 0a95072a03bea0005f151412 | Security Group Tag: none | EasyVPN: 0 ||
Username: svadaly | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.243 | Public IP: 49.207.193.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:03 IST Mon Jul 20 2020 | Duration: 1h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 105480833 | Bytes Rx: 39159231 | IP Addr: 10.149.232.243 | Public IP: 49.207.193.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:03 IST Mon Jul 20 2020 | Duration: 1h:41m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 105480833 | Bytes Rx: 39159231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15341 | Audit Session ID: 0a95072a03bed0005f15142f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15341 | Audit Session ID: 0a95072a03bed0005f15142f | Security Group Tag: none | EasyVPN: 0 ||
Username: ashwinig | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.245 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:22 IST Mon Jul 20 2020 | Duration: 1h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 22454433 | Bytes Rx: 7492052 | IP Addr: 10.149.232.245 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:22 IST Mon Jul 20 2020 | Duration: 1h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 22454433 | Bytes Rx: 7492052 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15342 | Audit Session ID: 0a95072a03bee0005f151442 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15342 | Audit Session ID: 0a95072a03bee0005f151442 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ngajapat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.249 | Public IP: 117.204.63.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:23 IST Mon Jul 20 2020 | Duration: 1h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 403978921 | Bytes Rx: 61998643 | IP Addr: 10.149.232.249 | Public IP: 117.204.63.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:23 IST Mon Jul 20 2020 | Duration: 1h:40m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 403978921 | Bytes Rx: 61998643 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15343 | Audit Session ID: 0a95072a03bef0005f151443 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15343 | Audit Session ID: 0a95072a03bef0005f151443 | Security Group Tag: none | EasyVPN: 0 ||
Username: madhmane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.246 | Public IP: 103.195.83.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:27 IST Mon Jul 20 2020 | Duration: 1h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 42275165 | Bytes Rx: 28404050 | IP Addr: 10.149.232.246 | Public IP: 103.195.83.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:27 IST Mon Jul 20 2020 | Duration: 1h:40m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 42275165 | Bytes Rx: 28404050 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15344 | Audit Session ID: 0a95072a03bf00005f151447 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15344 | Audit Session ID: 0a95072a03bf00005f151447 | Security Group Tag: none | EasyVPN: 0 ||
Username: DParamas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.248 | Public IP: 27.62.82.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:31 IST Mon Jul 20 2020 | Duration: 1h:40m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 37197361 | Bytes Rx: 6976117 | IP Addr: 10.149.232.248 | Public IP: 27.62.82.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:31 IST Mon Jul 20 2020 | Duration: 1h:40m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 37197361 | Bytes Rx: 6976117 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15345 | Audit Session ID: 0a95072a03bf10005f15144b | Security Group Tag: none | EasyVPN: 0 |Session ID: 15345 | Audit Session ID: 0a95072a03bf10005f15144b | Security Group Tag: none | EasyVPN: 0 ||
Username: MGuhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.247 | Public IP: 43.241.27.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:32 IST Mon Jul 20 2020 | Duration: 1h:40m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 234658742 | Bytes Rx: 72919288 | IP Addr: 10.149.232.247 | Public IP: 43.241.27.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:32 IST Mon Jul 20 2020 | Duration: 1h:40m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 234658742 | Bytes Rx: 72919288 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15346 | Audit Session ID: 0a95072a03bf20005f15144c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15346 | Audit Session ID: 0a95072a03bf20005f15144c | Security Group Tag: none | EasyVPN: 0 ||
